Rank_v3_fixed,player_name,runner_id,season,sprint_speed,speed_capped,accel_0_30,accel_gap,split_15_60,bolts,SB,CS,real_sb_pct,sb_residual,avg_primary_lead,avg_secondary_lead,avg_lead_gain,avg_lead_off,avg_jump_time,SSSI_v1,SSSI_capped,SSSI_composite,SSSI_v3_fixed,rank_fixed,SSSI_v3_opt,rank_opt,sim_attempts,sim_successes,sim_success_rate
244,"Reynolds, Bryan",668804,2024,28.0,28.0,1.8,-13.977485928705441,1.79,0,10,2,0.8200159032490708,0.03217964839002807,13.086919540229886,19.671149425287357,6.5840919540229885,12.011080459770115,0.2513793103448276,0.0758983786459439,-0.6843415402405479,-0.025675071133125282,0.01699508315479207,244,0.012993195279582315,239,576,392,0.6805555555555556
245,"Lockridge, Brandon",663604,2025,30.1,28.0,1.75,-16.66666666666667,1.71,31,10,1,0.8712668972021377,0.0444915488024783,12.039323308270676,19.60248120300752,7.563308270676691,11.025714285714287,0.26260902255639096,-0.9980534335104574,0.24765440402073313,-0.7141195089796848,0.016515923608937555,245,-0.1983071068085836,332,32,21,0.65625
246,"Schanuel, Nolan",694384,2024,26.4,26.4,1.84,5.253283302063796,1.87,0,10,1,0.8712668972021377,0.08758440467597894,12.539278846153847,17.107788461538462,4.568173076923077,11.229423076923077,0.3362163461538461,-0.31446646886418694,0.12925118734262675,-2.3378988196364285,0.014961314733477504,246,0.4064369640506492,78,4,1,0.25
247,"Ohtani, Shohei",660271,2023,27.8,27.8,1.74,27.29729729729729,1.75,0,20,6,0.7722667856527162,-0.013843500068636438,12.552983870967742,18.448629032258065,5.896129032258065,11.330725806451612,0.29674999999999996,-0.3878465278707431,-0.9975917498705724,-2.3695401362885553,0.013945588491721887,247,-0.1423981517446919,311,14,8,0.5714285714285714
248,"Bogaerts, Xander",593428,2025,27.6,27.6,1.83,-22.49544626593807,1.82,0,20,2,0.8866766798234891,0.10194757785523256,12.743235294117646,18.684941176470588,5.941,11.573647058823529,0.287764705882353,-0.15409671210621134,-0.6133472372193781,-1.4351253368218846,0.012664908243481366,248,0.1301228453936385,193,16,5,0.3125
249,"Martínez, Angel",682657,2025,27.7,27.7,1.78,5.919854280510016,1.81,0,8,2,0.7960180236822801,0.010641428010550125,12.922724358974358,19.11471153846154,6.191858974358974,11.680224358974359,0.2805961538461539,-0.010856135465287298,-0.545354009021784,-1.04755245489782,0.008851328997769508,249,-0.00296365890690729,248,312,160,0.5128205128205128
250,"Frelick, Sal",686217,2024,29.3,28.0,1.68,5.44090056285178,1.68,68,18,3,0.8438565521243925,0.03639735412088274,12.128571428571428,18.763928571428572,6.634948979591837,10.843061224489794,0.292469387755102,-1.1174742371430197,-0.635936973485232,-2.571390926347814,0.008458232447628264,250,-0.2508676244922994,348,39,24,0.6153846153846154
251,"Chapman, Matt",656305,2024,28.7,28.0,1.79,-25.98499061913696,1.78,1,15,2,0.8609213797833729,0.06432904803873629,12.428394160583942,19.528759124087593,7.100510948905109,11.611240875912408,0.2632992700729927,-0.10123495348249051,-0.19282562022975597,-0.37016790655020027,0.006072490661899646,251,-0.043227942167434946,265,25,14,0.56
252,"Fairchild, Stuart",656413,2023,29.2,28.0,1.75,-7.927927927927925,1.75,2,10,3,0.7744594641796779,-0.030973098581981717,12.579495798319329,20.544453781512605,7.965042016806723,11.842436974789916,0.24511764705882352,0.24399955606415735,0.6300154979877683,1.209702325153958,0.004688992974050003,252,-0.12589858680683072,301,30,20,0.6666666666666666
253,"Suzuki, Seiya",673548,2024,28.3,28.0,1.79,-16.228893058161354,1.76,3,16,6,0.7385285316753409,-0.05254314948635064,13.517142857142858,21.29722222222222,7.780238095238095,12.722777777777777,0.2080873015873016,0.9277992586432025,0.45412330495923714,3.135906648177548,-0.000700434575867645,253,0.04623124397301598,225,28,23,0.8214285714285714
254,"Laureano, Ramón",657656,2025,27.8,27.8,1.79,-4.280510018214933,1.78,0,7,4,0.6837668972021377,-0.10234338851921498,14.14695035460993,21.632624113475178,7.486524822695035,13.160992907801418,0.19168794326241134,1.1258562171190158,0.5161109951191865,4.194983801556929,-0.0014514326096302863,254,0.1427517116142688,187,34,20,0.5882352941176471
255,"Peña, Jeremy",665161,2025,29.6,28.0,1.76,-20.76502732240438,1.72,64,20,2,0.8866766798234891,0.07262039801753728,12.243087557603687,19.4615668202765,7.218202764976958,10.933271889400922,0.2767695852534562,-0.8489104402678109,-0.0808092114074968,-1.512295787801163,-0.0062468486291810815,255,-0.18974931709004977,326,44,27,0.6136363636363636
256,"Volpe, Anthony",683011,2024,28.6,28.0,1.79,-24.01500938086304,1.77,0,28,7,0.7985067588808551,0.003423884301177682,13.328071748878923,20.80878923766816,7.48035874439462,12.246547085201794,0.22831390134529148,0.3558169093711374,0.16870492088969868,1.708617738354909,-0.007227724742842598,256,0.013017179634073478,238,44,29,0.6590909090909091
257,"Lee, Jung Hoo",808982,2025,28.2,28.0,1.79,-15.664845173041883,1.78,0,10,3,0.7744594641796779,-0.015447545201648372,13.190439024390244,20.493121951219514,7.302341463414634,12.340634146341463,0.23113658536585366,0.5684693743050986,-0.0007279011130433277,1.5995053187764183,-0.010879232018135315,257,0.007638291484421092,242,43,25,0.5813953488372093
258,"Cowser, Colton",681297,2024,28.2,28.0,1.74,13.41463414634147,1.75,1,9,4,0.7189039086241223,-0.07100310075720395,13.109947916666668,20.332760416666666,7.223177083333333,12.05109375,0.25159895833333334,0.4931225077231934,-0.07607476769494853,0.6320170617201739,-0.01286506254041379,258,-0.13589669975434449,308,38,27,0.7105263157894737
259,"Báez, Javier",595879,2023,28.1,28.0,1.83,-34.5945945945946,1.8,0,12,0,0.9376629620726001,0.14883442812548953,12.449085714285715,18.5272,6.078114285714286,11.237714285714285,0.2991542857142857,-0.5012010446072044,-1.1659196417595195,-2.723408912519768,-0.014169599325159349,259,-0.017752501359444617,253,28,16,0.5714285714285714
260,"Goldschmidt, Paul",502671,2023,26.4,26.4,1.84,5.585585585585587,1.85,0,11,2,0.8300150197352335,0.04633252720907477,12.9156,17.826685714285716,4.911371428571429,11.5984,0.3176285714285714,0.012181960470083464,0.45589961667689716,-1.0558547185341802,-0.014186536023018753,260,0.42099541769896515,76,8,2,0.25
261,"Turner, Trea",607208,2023,30.3,28.0,1.77,-26.30630630630631,1.69,115,30,0,0.9697220101495487,0.1372556606893669,11.265755102040817,18.397224489795917,7.131469387755102,10.08861224489796,0.31618367346938775,-1.6001105592870886,-0.1633600782875479,-3.7058990326254624,-0.015890970728563672,261,-0.299822428087371,363,38,20,0.5263157894736842
262,"Walker, Jordan",691023,2025,28.7,28.0,1.77,-13.843351548269581,1.75,2,10,3,0.7744594641796779,-0.02213286756495869,13.121594202898551,20.633913043478262,7.511014492753623,12.081739130434782,0.22816666666666668,0.28947303561548865,0.1978823688682232,1.5158611218520814,-0.0169370294719534,262,-0.06177232797194696,271,33,27,0.8181818181818182
263,"Turner, Trea",607208,2025,30.3,28.0,1.78,-37.88706739526412,1.68,117,36,7,0.8320889657340459,-0.00037738372613593807,12.785272727272728,21.516181818181817,8.73139393939394,11.873090909090909,0.21333939393939394,-0.07733855488759778,1.3594119261119428,2.751288112764682,-0.020850515814040762,263,-0.08760981180511837,283,44,36,0.8181818181818182
264,"De La Cruz, Elly",682829,2023,30.5,28.0,1.73,-7.837837837837839,1.67,84,35,8,0.8112556324007126,-0.02724650350458646,12.36301754385965,20.61459649122807,8.251859649122808,11.200526315789475,0.24365964912280702,-0.7247910907014805,0.9030020337664098,0.6397171245308206,-0.021575384100309652,264,-0.27426979188866885,356,664,536,0.8072289156626506
265,"Raley, Luke",670042,2024,28.9,28.0,1.74,-3.0956848030018733,1.74,6,11,2,0.8300150197352335,0.0301451846222337,12.400496894409939,19.020869565217392,6.620372670807453,11.28,0.2772173913043478,-0.7492623512498879,-0.6498103745288035,-1.6177312076858306,-0.02289418300094609,265,-0.17237357884100873,322,22,12,0.5454545454545454
266,"Tatis Jr., Fernando",665487,2023,29.3,28.0,1.79,-32.16216216216216,1.76,32,29,4,0.8668492198745843,0.05939002187107456,12.704785714285714,20.08057142857143,7.3763571428571435,11.555571428571428,0.2502857142857143,-0.4118187150140533,0.06971854864373439,0.13162971659569855,-0.023599086662599463,266,-0.07343591267797925,278,32,24,0.75
267,"Crews, Dylan",686611,2025,29.0,28.0,1.75,-6.557377049180332,1.73,5,17,5,0.7755655687123779,-0.02607231260402676,13.036503067484661,20.51803680981595,7.482331288343557,11.794846625766871,0.2414969325153374,-0.024390954845963875,0.17058234360929714,0.7729118914336253,-0.024956210334056525,267,-0.1360743869007367,309,30,24,0.8
268,"Vargas, Ildemaro",545121,2024,26.7,26.7,1.79,29.64352720450281,1.83,0,9,4,0.7189039086241223,-0.06387658558955589,13.100000000000001,18.57185975609756,5.471890243902439,11.93673780487805,0.28441463414634144,0.2591071270212564,0.47708273789807487,0.23331254384644962,-0.027975658805211925,268,0.25097656555525366,133,296,144,0.4864864864864865
269,"Rojas, Johan",679032,2025,30.1,28.0,1.77,-29.41712204007287,1.72,30,12,2,0.8389615976439054,0.01218624924424605,12.54,20.835827338129494,8.296258992805756,11.524676258992805,0.2343812949640288,-0.30044751258170654,0.945260324949484,1.3503922027002146,-0.02923295461352831,269,-0.15120366588057768,314,33,28,0.8484848484848485
270,"Shaw, Matt",807713,2025,29.0,28.0,1.78,-26.867030965391628,1.75,3,17,5,0.7755655687123779,-0.02607231260402676,13.334623655913978,21.24994623655914,7.915322580645161,12.441989247311827,0.20964516129032257,0.3877203646473555,0.5826936631026165,2.842521161811819,-0.03320002473290963,270,0.00590240703461109,243,42,34,0.8095238095238095
271,"Perkins, Blake",663368,2024,29.6,28.0,1.69,2.157598499061919,1.7,43,23,5,0.8163718289464911,0.002315547140539276,12.334190476190477,19.493555555555556,7.159365079365079,11.024666666666667,0.2748095238095238,-0.9049108187616921,-0.13680958990137787,-1.3957346111984859,-0.033825232640870645,271,-0.27483468509852405,357,568,424,0.7464788732394366
272,"Rosario, Amed",642708,2023,29.4,28.0,1.81,-47.2972972972973,1.76,42,15,2,0.8609213797833729,0.051349350191864374,12.93,20.921320754716984,7.991446540880504,11.95943396226415,0.22693710691823898,0.0780881414452308,0.6551467268371916,1.8355805222916608,-0.034268915390561136,272,-0.000359778601080607,246,37,22,0.5945945945945946
273,"Moore, Dylan",664238,2023,27.7,27.7,1.82,-16.66666666666667,1.82,0,7,3,0.7293513570156135,-0.05602523865611653,13.755063291139242,21.33379746835443,7.578860759493671,12.777215189873418,0.2160379746835443,1.309260795231087,0.7747629216745904,3.338321996723459,-0.035726879351393806,273,0.13163294307083306,192,10,8,0.8
274,"Winker, Jesse",608385,2024,26.1,26.1,1.8,34.8030018761726,1.86,0,14,4,0.7800117545754002,-0.005348503378576508,12.444353741496599,16.78278911564626,4.338843537414966,11.297074829931974,0.33587074829931973,-0.24617317285482532,0.42328652868198047,-1.9429205558868174,-0.0389470104513589,274,0.36846039959094606,94,4,3,0.75
275,"Scott II, Victor",687363,2026,29.7,28.0,1.68,1.1019283746556425,1.71,25,7,4,0.6837668972021377,-0.13266080523025858,13.272374100719423,21.90705035971223,8.63474820143885,12.379640287769783,0.1973956834532374,0.40380414786919494,1.2674266984636824,3.7388483934656773,-0.04333370836038386,275,-0.15985561592539557,316,53,40,0.7547169811320755
276,"Pham, Tommy",502054,2023,27.8,27.8,1.83,-25.675675675675677,1.81,0,22,3,0.8646756785078068,0.07856539278645414,12.921453488372093,19.15156976744186,6.23017441860465,11.754999999999999,0.27768023255813956,-0.06990968390747893,-0.6796549059073083,-1.0088630793436377,-0.05142938559990478,276,0.05077510379741143,223,17,12,0.7058823529411765
277,"Kelenic, Jarred",672284,2023,28.0,28.0,1.72,28.108108108108098,1.75,1,13,5,0.736533493705835,-0.051302761153207754,12.896333333333333,19.00041666666667,6.1045,11.542,0.280925,-0.3805663967544857,-1.1408063156409776,-1.8401044534599587,-0.05792372687039182,277,-0.23518626077110116,344,17,10,0.5882352941176471
278,"Varsho, Daulton",662139,2024,28.5,28.0,1.77,-9.943714821763606,1.75,1,10,2,0.8200159032490708,0.0263562894882039,12.781679389312977,19.464198473282444,6.6828244274809165,11.63618320610687,0.27604580152671754,-0.307736894718624,-0.5903702049342394,-1.0425369431469664,-0.05822044474360418,278,-0.11396244328827605,296,25,18,0.72
279,"Clement, Ernie",676391,2024,28.4,28.0,1.79,-18.855534709193243,1.77,4,12,3,0.7970135177617101,0.0046909684735050305,13.185,20.16716417910448,6.982537313432836,12.078731343283582,0.2385223880597015,0.07304437356607316,-0.30511025838371886,0.7577494010344012,-0.060646575597643256,279,-0.04111155996711645,263,24,13,0.5416666666666666
280,"Kim, Ha-Seong",673490,2024,28.3,28.0,1.81,-27.86116322701688,1.8,1,22,5,0.8106334486010689,0.01956176743937732,13.511387283236994,20.52635838150289,7.01578034682081,12.209132947976878,0.23111560693641617,0.20020566265537662,-0.27347029102858866,1.1473414794306178,-0.0606653945147881,280,0.009022778236689871,240,34,22,0.6470588235294118
281,"Betts, Mookie",605141,2025,26.9,26.9,1.82,2.4590163934426243,1.82,0,8,2,0.7960180236822801,0.013407879946179757,13.113886255924172,18.405639810426543,5.291848341232227,11.88208530805687,0.2859952606635071,-0.10329532758580329,-0.0358144135956473,-0.39267578015682814,-0.06507541644376387,281,0.2685642509967181,126,18,10,0.5555555555555556
282,"Suwinski, Jack",669261,2023,28.6,28.0,1.72,13.333333333333329,1.75,2,13,2,0.8470135177617102,0.051930643182032776,11.929586776859503,17.8296694214876,5.900082644628099,10.539752066115701,0.32825619834710745,-1.148254142905138,-1.3353661313865768,-4.553237080270268,-0.0662074313654392,282,-0.3278043103666197,370,12,7,0.5833333333333334
283,"Palacios, Richie",680700,2026,27.0,27.0,1.75,41.46005509641873,1.79,0,7,4,0.6837668972021377,-0.09888736581439617,13.342368421052631,18.728815789473686,5.385921052631579,12.008815789473683,0.2845263157894737,-0.10928037015597192,-0.11704680460914862,-0.2649013826822011,-0.06975623325952737,283,0.11126281469386431,201,8,3,0.375
284,"Moore, Dylan",664238,2024,28.0,28.0,1.83,-33.58348968105065,1.81,0,32,6,0.8358202408194001,0.047983985960357356,12.974303797468355,20.044493670886077,7.0705063291139245,12.055632911392404,0.25303164556962027,0.5388565801231555,-0.22138333876333632,0.45819361653138246,-0.07109063204171179,284,0.0038601245036974374,244,23,14,0.6086956521739131
285,"Witt Jr., Bobby",677951,2025,30.2,28.0,1.74,-12.112932604735875,1.7,101,38,9,0.8065436606775809,-0.0230340900792656,12.22598901098901,20.368296703296703,8.142307692307693,11.251703296703296,0.24775274725274726,-0.542496200371491,0.7987329588938727,0.5062631232019648,-0.07164158851943885,285,-0.2773438901415375,359,53,29,0.5471698113207547
286,"Cruz, Oneil",665833,2026,28.2,28.0,1.78,-12.121212121212132,1.76,6,17,3,0.8376108142093682,0.04770380482804193,12.689276315789474,19.0175,6.327828947368421,11.493552631578947,0.2802368421052632,-0.3590495989190009,-0.9282468743371428,-1.6771547017598616,-0.07198137347462782,286,-0.1194535104647697,298,21,14,0.6666666666666666
287,"Martínez, Angel",682657,2026,27.7,27.7,1.78,1.9283746556473815,1.82,0,8,2,0.7960180236822801,0.010641428010550125,12.628333333333334,18.834065040650408,6.20540650406504,11.561016260162603,0.28979268292682925,0.0020380969183817488,-0.532459776638115,-1.4206747222606815,-0.07416025683802006,287,-0.06462383686842271,273,200,96,0.48
288,"Harris II, Michael",671739,2025,28.5,28.0,1.72,14.663023679417122,1.73,10,20,6,0.7722667856527162,-0.021392828108150685,12.5852,18.97857777777778,6.392977777777778,11.314,0.28211555555555556,-0.5836063807420866,-0.8662396909577019,-1.906361620354144,-0.07819998207038431,288,-0.2557881322068885,351,33,25,0.7575757575757576
289,"Swanson, Dansby",621020,2025,28.5,28.0,1.8,-31.056466302367944,1.77,3,20,3,0.8550096555440787,0.061350041783211795,12.867830687830688,19.74809523809524,6.88026455026455,11.699894179894182,0.26287301587301587,-0.11981785115363455,-0.40245116136924997,-0.4481596468030858,-0.08391286821986094,289,-0.061643707668322625,270,34,22,0.6470588235294118
290,"Rojas, Johan",679032,2024,30.1,28.0,1.75,-17.354596622889304,1.71,78,25,4,0.8511844222127707,0.024409073813111304,12.1238202247191,19.763988764044942,7.63994382022472,10.930955056179776,0.2649101123595506,-0.9251134506381579,0.32059438689303266,-0.8266104795822194,-0.08550603679027202,290,-0.2883126103458497,360,37,26,0.7027027027027027
291,"Kiner-Falefa, Isiah",643396,2025,27.4,27.4,1.82,-10.291438979963566,1.83,0,15,4,0.7891779314680919,0.005485227868336717,13.238307692307691,19.395179487179487,6.157282051282052,12.050820512820511,0.2645846153846154,0.24279829634338146,-0.0659575318831202,0.3270120270818201,-0.09136991329005538,291,0.1275308553098959,195,23,10,0.43478260869565216
292,"McCormick, Chas",676801,2023,28.2,28.0,1.77,0.0,1.77,1,19,6,0.7646756785078068,-0.025231330873519475,12.645238095238096,19.501825396825396,6.8569047619047625,11.757460317460318,0.2642142857142857,0.14451279579238765,-0.4246844796257543,-0.42413651339945646,-0.0946688476034951,292,-0.17056025623321286,319,21,12,0.5714285714285714
293,"Langford, Wyatt",694671,2024,29.8,28.0,1.76,-20.54409005628517,1.71,63,19,3,0.849639642786452,0.030754323381463,12.25029069767442,19.89389534883721,7.644593023255814,11.063488372093024,0.2724651162790698,-0.6341244791368862,0.32501939319177786,-0.823962701993789,-0.09474325188024382,293,-0.25628531535325494,352,37,27,0.7297297297297297
294,"Garcia, Maikel",672580,2023,28.2,28.0,1.77,0.0,1.75,6,23,7,0.7697220101495487,-0.020184999231777634,12.731381578947369,19.531644736842104,6.800197368421052,11.705065789473684,0.2689013157894737,0.09053998116746784,-0.4786572942506741,-0.6634044761384271,-0.09957549950890561,294,-0.17776376237282393,323,23,14,0.6086956521739131
295,"Straw, Myles",664702,2023,29.2,28.0,1.76,-13.603603603603602,1.73,38,20,6,0.7722667856527162,-0.03316577710894342,12.67576923076923,20.466298076923074,7.790673076923077,11.701538461538462,0.2402403846153846,0.0780391426061281,0.4640550845297391,0.9691697211960411,-0.10299815379946638,295,-0.1999436898695215,333,43,31,0.7209302325581395
296,"García, Adolis",666969,2025,27.0,27.0,1.81,5.009107468123858,1.79,1,13,4,0.7700122888742821,-0.012641974142251766,13.145244755244756,18.663216783216786,5.517902097902098,11.928951048951049,0.2811328671328671,0.016336203852761022,0.008569769399584315,-0.16631086836190168,-0.10564971902570211,296,0.19564698864599586,159,12,8,0.6666666666666666
297,"Blanco, Dairon",680118,2024,29.6,28.0,1.73,-4.315196998123824,1.69,28,31,7,0.8125644268659117,-0.001491854940040116,11.961382978723403,19.358510638297872,7.397021276595745,10.971170212765957,0.2810744680851064,-0.6787150250636682,0.08938620379664597,-1.3945874379559045,-0.11394131981326534,297,-0.32752332074481016,369,22,19,0.8636363636363636
298,"Hayes, Ke'Bryan",663647,2024,26.4,26.4,1.85,0.2814258911819856,1.84,0,11,2,0.8300150197352335,0.04633252720907477,12.695502645502645,17.41164021164021,4.716560846560847,11.493015873015873,0.316015873015873,-0.1732343456567389,0.2704833105500748,-1.3463767529250585,-0.1140948251652893,298,0.3602060227551519,99,7,3,0.42857142857142855
299,"Madrigal, Nick",663611,2023,28.0,28.0,1.78,0.99099099099098,1.78,0,10,2,0.8200159032490708,0.03217964839002807,12.38787356321839,18.260057471264368,5.872356321839081,11.242586206896553,0.2919655172413793,-0.6015154994729066,-1.3617554183593985,-2.738336050852667,-0.11434647033670896,299,-0.21084858963928588,337,19,10,0.5263157894736842
300,"Keaschall, Luke",807712,2025,28.7,28.0,1.78,-21.40255009107468,1.77,1,14,3,0.8154668343288275,0.018874502584190878,12.785442176870749,19.834285714285713,7.047891156462585,11.706938775510205,0.25665306122448983,-0.15131728188148325,-0.2429079486287487,-0.12821724009907748,-0.11466171168307357,300,-0.1299432409381101,304,25,15,0.6
301,"Castro, Willi",650489,2023,28.6,28.0,1.82,-40.090090090090094,1.77,0,33,5,0.8590760547728885,0.0639931801932111,12.85029197080292,19.93675182481752,7.086094890510949,11.769598540145985,0.25558759124087593,-0.01943451009469266,-0.2065464985761314,0.019705089062624248,-0.12084256617995914,301,-0.05777358025260864,269,368,240,0.6521739130434783
302,"Estrada, Thairo",642731,2023,28.1,28.0,1.8,-16.036036036036045,1.78,0,23,7,0.7697220101495487,-0.019106523797561947,13.271689189189189,20.17864864864865,6.907635135135135,12.21689189189189,0.23831081081081082,0.2883181394504816,-0.37640045770183356,0.8806292012296437,-0.1216080655616024,302,-0.06667489006021618,275,22,12,0.5454545454545454
303,"Meidroth, Chase",805367,2025,27.0,27.0,1.85,-17.486338797814206,1.85,0,14,4,0.7800117545754002,-0.002642508441133673,13.389569377990432,19.524306220095692,6.134928229665072,12.320622009569378,0.2585980861244019,0.6036077214184647,0.595841286965288,1.503076188575079,-0.1274999732867468,303,0.2857681652491122,121,26,14,0.5384615384615384
304,"Thomas, Alek",677950,2025,28.3,28.0,1.75,8.743169398907114,1.77,0,7,4,0.6837668972021377,-0.1073047839595539,13.437371428571428,20.667885714285713,7.2303428571428565,12.30097142857143,0.2274857142857143,0.4044214074399748,-0.06925454624399047,1.5651995204340543,-0.12968295255049112,304,-0.17124654498847192,320,38,31,0.8157894736842105
305,"Story, Trevor",596115,2023,28.8,28.0,1.77,-13.603603603603617,1.74,2,10,3,0.7744594641796779,-0.02372852107606571,12.76922077922078,20.078181818181818,7.3087012987012985,11.808181818181819,0.24584415584415584,0.0013945912920301229,0.005325246278941265,0.5205323316019443,-0.13018160593777,305,-0.17147594342406286,321,11,8,0.7272727272727273
306,"Pham, Tommy",502054,2024,27.2,27.2,1.84,-14.165103189493422,1.82,0,7,3,0.7293513570156135,-0.05364973360023384,13.47110497237569,20.284751381215468,6.813425414364641,12.641657458563536,0.23771270718232046,1.0583433534731999,0.9000822221333608,2.7528053231199814,-0.13412801052894888,306,0.2215323359580872,147,29,13,0.4482758620689655
307,"Ramos, Heliot",671218,2025,27.5,27.5,1.8,-0.8196721311475486,1.79,0,6,4,0.6626846903489468,-0.12148311426198488,13.737613636363637,20.993409090909093,7.255056818181819,12.890852272727273,0.21076704545454544,1.1921141704999882,0.8081109938301541,3.654914572218198,-0.1342810385402788,307,0.09438399157625274,206,37,24,0.6486486486486487
308,"Raleigh, Cal",663728,2025,26.0,26.0,1.83,14.84517304189435,1.89,0,14,4,0.7800117545754002,-0.006080151213479157,12.651586715867158,17.337158671586714,4.6850922509225095,11.595239852398525,0.3227380073800738,0.17889984364429878,0.9236068936244375,-0.7163147111534522,-0.1432215506862905,308,0.4216624256202446,74,120,24,0.2
309,"Meadows, Parker",678009,2024,29.3,28.0,1.72,1.1257035647279565,1.71,14,9,4,0.7189039086241223,-0.08855528937938739,12.9353,20.8204,7.8854,11.796500000000002,0.24085,0.0726767639150383,0.554214027572826,1.1744863000911707,-0.14532983705417357,309,-0.27205877926320116,354,29,15,0.5172413793103449
310,"Taveras, Leody",665750,2023,29.1,28.0,1.79,-29.459459459459467,1.72,43,14,4,0.7800117545754002,-0.023480369290557634,13.00702290076336,20.892239185750636,7.885368956743002,12.023002544529263,0.222735368956743,0.26368986111345116,0.5541844813028889,1.9234400277728625,-0.14547823315455,310,-0.1301169351445808,305,816,576,0.7058823529411765
311,"Lipscomb, Trey",702358,2024,27.5,27.5,1.83,-18.011257035647276,1.84,0,11,2,0.8300150197352335,0.04584721512430179,12.983963963963964,18.80135135135135,5.8179279279279275,11.677567567567568,0.2784774774774775,-0.1757126051755824,-0.5597157818454166,-1.0141966390720871,-0.14902171635794456,311,0.04647571974515142,224,10,7,0.7
312,"Swanson, Dansby",621020,2024,27.8,27.8,1.81,-13.414634146341449,1.78,2,19,3,0.849639642786452,0.06352935706509932,12.528317307692307,18.310048076923078,5.782067307692308,11.328028846153845,0.30127403846153844,-0.4964078976955552,-1.1061531196953844,-2.5914460508088744,-0.15336594126580438,312,-0.10526598270632581,291,26,15,0.5769230769230769
313,"Martin, Austin",668885,2024,28.3,28.0,1.78,-10.0375234521576,1.77,0,7,3,0.7293513570156135,-0.06172032414607809,13.23787610619469,20.3770796460177,7.139911504424778,12.289115044247788,0.22699115044247786,0.3183508911159332,-0.15532506256803214,1.4748935150587519,-0.16488514446463914,313,-0.1252828227656631,300,36,26,0.7222222222222222
314,"Robert Jr., Luis",673357,2025,29.0,28.0,1.77,-19.30783242258653,1.71,24,33,8,0.8030493555485697,0.001411474232165033,12.390443037974684,19.866139240506328,7.475886075949368,11.410379746835442,0.2664303797468354,-0.030525362238004505,0.1644479362172565,-0.36362013433551843,-0.16867167113474069,314,-0.24653586746380624,346,34,23,0.6764705882352942
315,"Miller, Owen",680911,2023,29.0,28.0,1.79,-28.288288288288285,1.77,9,13,2,0.8470135177617102,0.04537563644530551,12.380927835051548,19.41938144329897,7.038865979381443,11.427731958762887,0.277,-0.44647120651668015,-0.25149790806141914,-1.0120114893304648,-0.16936162589144965,315,-0.18194747453793758,325,16,6,0.375
316,"Taylor, Tyrone",621438,2025,29.3,28.0,1.78,-31.876138433515486,1.75,11,12,2,0.8389615976439054,0.031502399640395695,12.533027522935779,19.997247706422016,7.4647706422018345,11.397155963302753,0.26049541284403666,-0.32766874589508455,0.15386851776270316,-0.24844067267662728,-0.17410254224705163,316,-0.20935650945269813,335,20,14,0.7
317,"Lile, Daylen",695734,2025,29.1,28.0,1.72,3.551912568306008,1.7,16,8,6,0.6284352818544318,-0.17505684201152605,13.511272727272727,22.00642424242424,8.495515151515152,12.623878787878787,0.19355757575757576,0.8444132102477572,1.134907830437195,4.033543853209476,-0.17451123328194484,317,-0.21394830348251137,340,45,35,0.7777777777777778
318,"Arias, Gabriel",672356,2025,27.0,27.0,1.85,-17.486338797814206,1.83,0,8,4,0.7023688444255414,-0.08028541859099247,13.936613756613756,20.672857142857143,6.736296296296297,13.032380952380953,0.21629100529100528,1.1759762467141468,1.16820981226097,4.074773069132791,-0.1758773082034048,318,0.32174579987375923,108,32,24,0.75
319,"Berti, Jon",542932,2025,28.3,28.0,1.76,2.367941712204015,1.76,0,11,3,0.786330018696537,-0.004741662465154617,12.533478260869565,18.910434782608696,6.375760869565218,11.236630434782608,0.29045652173913045,-0.4089504011333217,-0.882626354817287,-2.230780855776891,-0.1825518072449604,319,-0.2938016143159793,361,12,9,0.75
320,"Stewart, Sal",701398,2026,26.4,26.4,1.88,-16.115702479338843,1.88,0,10,1,0.8712668972021377,0.08758440467597894,12.535060240963857,17.09,4.555301204819277,11.397710843373494,0.3263855421686747,-0.3267176256226718,0.11700003058414188,-1.8816052921729125,-0.1881318348687149,320,0.3645472782997399,95,2,0,0.0
321,"Rojas, Miguel",500743,2023,26.4,26.4,1.86,-3.6936936936936924,1.88,0,8,3,0.7462668972021377,-0.037415595324021056,13.49614864864865,19.04695945945946,5.550337837837838,12.277364864864865,0.27558783783783786,0.6203357379628347,1.0640533941696484,1.5003002993296795,-0.19634425978228773,321,0.38760087542345034,86,13,2,0.15384615384615385
322,"McKinstry, Zach",656716,2023,28.5,28.0,1.78,-11.441441441441441,1.77,2,16,6,0.7385285316753409,-0.05513108208552597,12.979028571428572,20.396057142857142,7.416685714285714,11.946457142857144,0.2429142857142857,0.3907356810751836,0.1081023708595682,0.8835229132100442,-0.19879209324647934,322,-0.21144252552084017,338,25,14,0.56
323,"Keaschall, Luke",807712,2026,28.5,28.0,1.78,-19.834710743801658,1.78,0,10,2,0.8200159032490708,0.0263562894882039,12.565271317829458,19.314728682170543,6.74922480620155,11.46015503875969,0.2807906976744186,-0.2445385159614931,-0.5271718261771084,-1.3352012156070914,-0.1991688306436945,323,-0.2106606742938231,336,16,9,0.5625
